0,000000	-0,346711
-1,000000	0,653289
-2,000000	0,653289
-2,000000	1,653289
-3,000000	1,653289
-3,000000	2,653289
-4,000000	2,653289
-4,000000	1,653289
-5,000000	2,653289
-5,000000	1,653289
-6,000000	2,653289
-6,000000	1,653289
-7,000000	2,653289
-7,000000	1,653289
-6,000000	0,653289
-6,500000	1,153289
-6,500000	1,653289
-7,000000	2,153289
-7,000000	1,903289
-6,750000	1,653289
-7,250000	1,903289
-7,250000	1,653289
-7,000000	1,403289
-7,250000	1,403289
-7,500000	1,653289
-7,500000	1,403289
-7,750000	1,653289
-7,750000	1,403289
-8,000000	1,653289
-8,000000	1,403289
-7,750000	1,153289
-8,000000	1,153289
-8,250000	1,403289
-8,250000	1,153289
-8,500000	1,403289
-8,500000	1,153289
-8,250000	0,903289
-8,500000	0,903289
-8,750000	1,153289
-8,750000	0,903289
-8,625000	0,903289
-8,750000	1,028289
-8,875000	1,028289
-8,875000	0,903289
-8,812500	0,903289
-8,875000	0,965789
-8,875000	-8,875000	-13,507272	51	40
-8,984375	-8,984375	-13,514264	127	59
-8,992188	-8,992188	-13,514308	219	69
-8,993896	-8,993896	-13,514311	334	84
-8,993942	-8,993942	-13,514311	464	93
