-0.779200	0.168384
-2.522853	0.320833
-3.710866	0.416820
-4.489334	0.477574
-5.046031	0.520603
-5.471824	0.553493
-5.812639	0.579889
-6.094263	0.601783
-6.332473	0.620378
-6.537577	0.636454
-6.716659	0.650546
-6.874789	0.663033
-7.015714	0.674200
-7.142280	0.684260
-7.256695	0.693381
-7.360708	0.701695
-7.455725	0.709308
-7.542895	0.716308
-7.623165	0.722768
-7.697327	0.728748
-7.766050	0.734300
-7.829902	0.739466
-7.889371	0.744286
-7.944878	0.748791
-7.996790	0.753011
-8.045427	0.756969
-8.091071	0.760688
-8.133972	0.764188
-8.174351	0.767485
-8.212404	0.770596
-8.248310	0.773534
-8.282226	0.776311
-8.314296	0.778940
-8.344650	0.781430
-8.373405	0.783791
-8.400668	0.786030
-8.426537	0.788157
-8.451101	0.790178
-8.474442	0.792099
-8.496635	0.793927
-8.517750	0.795666
-8.537850	0.797324
-8.556995	0.798903
-8.575239	0.800409
-8.592634	0.801845
-8.609225	0.803215
-8.625058	0.804523
-8.640172	0.805773
-8.654607	0.806967
-8.668398	0.808107
-8.681578	0.809198
-8.694178	0.810241
-8.706227	0.811239
-8.717754	0.812194
-8.728784	0.813107
-8.739341	0.813982
-8.749449	0.814820
-8.759127	0.815623
-8.768398	0.816392
-8.777280	0.817128
-8.785792	0.817835
-8.793949	0.818512
-8.801770	0.819161
-8.809268	0.819783
-8.816459	0.820380
-8.823356	0.820953
-8.829973	0.821503
-8.836321	0.822030
-8.842413	0.822537
-8.848260	0.823022
-8.853871	0.823489
-8.859259	0.823937
-8.864431	0.824367
-8.869398	0.824780
-8.874168	0.825176
-8.878749	0.825557
-8.883149	0.825923
-8.887376	0.826275
-8.891437	0.826613
-8.895339	0.826937
-8.899088	0.827249
-8.902692	0.827549
-8.906154	0.827838
-8.906154	0.827838	-13.510394	331	168	249	748	1
-8.985606	0.834459	-13.514275	1064	414	615	2093	1
-8.993102	0.835082	-13.514311	2901	722	1074	4697	1
-8.993868	0.835146	-13.514311	6430	1116	1662	9208	1
-8.993944	0.835152	-13.514311	13113	1632	2433	17178	1
